Section,Depth between samples (cm),position in section (mm),position in section (cm),Position in composite (cm),Composite depth (m),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Ca,Fe,Ti,TiD,Mo inc,Mo coh,Inc+Coh,Inc.Coh,,Ca (/inc+coh),Fe (/inc+coh),Ti (/inc+coh),Zr (/inc+coh),Rb (/inc+coh),Mn (/inc+coh),Sr (/inc+coh),K (/inc+coh),Si (/inc+coh),,SiTi,FeMn,Zr:Rb
BISH-BABOGAYA11-1A-1U-9B,,8.2,0.82,730.33,7.3033,6.43,1,0.018359,-0.019443,0.006644,0.1074,13073,1.57,8707,60828,0.128528489,1285.28489,11862,3442,15304,3.446252179,,0.568936226,3.974647151,0.128528489,0.035546262,0.024764767,0.047634605,0.137415055,0.05893884,0.009866702,,0.07676665,83.4403298,1.435356206
BISH-BABOGAYA11-1A-1U-9B,0.02,8.4,0.84,730.35,7.3035,6.44,1,0.018352,-0.019443,0.006573,0.1074,13029,1.32,8588,60271,0.118970013,1189.70013,12073,3267,15340,3.695439241,,0.559843546,3.929009126,0.118970013,0.036831812,0.023142112,0.047653194,0.140547588,0.063102999,0.007692308,,0.064657534,82.45006885,1.591549293
BISH-BABOGAYA11-1A-1U-9B,0.02,8.6,0.86,730.37,7.3037,6.44,1,0.018353,-0.019443,0.006573,0.1074,13021,1.42,8266,59931,0.121360159,1213.60159,12162,3395,15557,3.582326951,,0.531336376,3.852349425,0.121360159,0.03541814,0.021019477,0.044802983,0.122710034,0.057401813,0.009770521,,0.080508475,85.98421728,1.685015284
BISH-BABOGAYA11-1A-1U-9B,0.02,8.8,0.88,730.39,7.3039,6.45,1,0.018353,-0.019443,0.006562,0.1074,13430,1.47,8670,63008,0.127634812,1276.34812,11936,3530,15466,3.381303116,,0.560584508,4.073968706,0.127634812,0.027091685,0.026057158,0.045971809,0.1368809,0.061813009,0.011185827,,0.087639311,88.61884695,1.039702219
BISH-BABOGAYA11-1A-1U-9B,0.02,9,0.9,730.41,7.3041,6.45,1,0.018354,-0.019443,0.006549,0.1074,13914,1.63,8892,65692,0.130426564,1304.26564,12189,3682,15871,3.310429115,,0.560267154,4.139121668,0.130426564,0.034528385,0.027471489,0.047571042,0.129040388,0.06086573,0.011152416,,0.085507246,87.00927064,1.256880725
BISH-BABOGAYA11-1A-1U-9B,0.02,9.2,0.92,730.43,7.3043,6.45,1,0.018357,-0.019443,0.006612,0.1074,14022,1.43,9186,64780,0.126556528,1265.56528,12549,3673,16222,3.416553226,,0.566268031,3.993342375,0.126556528,0.029651091,0.024472938,0.052829491,0.128837381,0.060781655,0.011096042,,0.087676571,75.58926462,1.211586897
BISH-BABOGAYA11-1A-1U-9B,0.02,9.4,0.94,730.45,7.3045,6.46,1,0.018358,-0.019443,0.006597,0.1074,13474,1.46,8514,59694,0.120547606,1205.47606,12373,3770,16143,3.281962865,,0.527411262,3.697825683,0.120547606,0.035928886,0.020875921,0.04367218,0.133742179,0.055875612,0.0093539,,0.077595067,84.67234022,1.721068306
BISH-BABOGAYA11-1A-1U-9B,0.02,9.6,0.96,730.47,7.3047,6.46,1,0.018356,-0.019443,0.006679,0.1074,13175,1.47,8048,57705,0.107851704,1078.51704,12333,3689,16022,3.343182434,,0.502309325,3.601610286,0.107851704,0.03239296,0.020222194,0.039133691,0.136936712,0.051741356,0.008737985,,0.081018519,92.03349324,1.601851906
BISH-BABOGAYA11-1A-1U-9B,0.02,9.8,0.98,730.49,7.3049,6.46,1,0.018357,-0.019443,0.006699,0.1074,13659,1.56,8645,61670,0.106618094,1066.18094,12590,3880,16470,3.244845361,,0.524893746,3.744383728,0.106618094,0.03236187,0.024043716,0.04383728,0.134729812,0.051791135,0.007285974,,0.06833713,85.41551228,1.345959585
BISH-BABOGAYA11-1A-1U-9B,0.02,10,1,730.51,7.3051,6.46,1,0.018353,-0.019443,0.006668,0.1074,13927,1.41,8597,64216,0.125223945,1252.23945,12486,3701,16187,3.373682788,,0.531105208,3.96713412,0.125223945,0.035954779,0.025761413,0.044294804,0.141780441,0.054364614,0.010193365,,0.081401085,89.56206511,1.395683498
BISH-BABOGAYA11-1A-1U-9B,0.02,10.2,1.02,730.53,7.3053,6.46,1,0.018354,-0.019443,0.006645,0.1074,14004,1.46,8694,64278,0.121029674,1210.29674,12484,3793,16277,3.291326127,,0.534127911,3.949007802,0.121029674,0.029120845,0.019413897,0.047797506,0.135405787,0.052712416,0.00798673,,0.065989848,82.61953672,1.499999974
BISH-BABOGAYA11-1A-1U-9B,0.02,10.4,1.04,730.55,7.3055,6.46,1,0.018355,-0.019443,0.006619,0.1074,14084,1.43,8980,66205,0.126679818,1266.79818,12400,3822,16222,3.244374673,,0.553569227,4.081186044,0.126679818,0.031377142,0.024596227,0.045432129,0.137467637,0.060596721,0.006657625,,0.052554745,89.8303939,1.275689235
BISH-BABOGAYA11-1A-1U-9B,0.02,10.6,1.06,730.57,7.3057,6.46,1,0.018354,-0.019443,0.006619,0.1074,13337,1.51,8042,61736,0.125959368,1259.59368,12031,3474,15505,3.463154865,,0.518671396,3.981683328,0.125959368,0.046952596,0.027152531,0.050241857,0.130861013,0.057336343,0.006707514,,0.053251408,79.25032166,1.729216182
BISH-BABOGAYA11-1A-1U-9B,0.02,10.8,1.08,730.59,7.3059,6.46,1,0.018356,-0.019443,0.006603,0.1074,12759,1.74,7149,56404,0.106288112,1062.88112,11785,3466,15251,3.40017311,,0.468756147,3.698380434,0.106288112,0.039538391,0.029178415,0.039997377,0.136909055,0.056717592,0.005966822,,0.056138186,92.46557428,1.355056161
BISH-BABOGAYA11-1A-1U-9B,0.02,11,1.1,730.61,7.3061,6.45,1,0.018357,-0.019443,0.006603,0.1074,13246,1.48,7224,59704,0.11397575,1139.7575,12083,3587,15670,3.368553108,,0.461008296,3.810082961,0.11397575,0.034524569,0.021186981,0.04141672,0.132865348,0.051627313,0.009061902,,0.079507279,91.99383633,1.629518099
BISH-BABOGAYA11-1A-1U-9B,0.02,11.2,1.12,730.63,7.3063,6.45,1,0.018357,-0.019443,0.006669,0.1074,13098,1.47,7498,59035,0.114228715,1142.28715,11866,3673,15539,3.230601688,,0.482527833,3.799150524,0.114228715,0.03932042,0.022395264,0.045948903,0.126262951,0.047622112,0.007400734,,0.064788732,82.68207239,1.755747108
BISH-BABOGAYA11-1A-1U-9B,0.02,11.4,1.14,730.65,7.3065,6.45,1,0.018358,-0.019443,0.006647,0.1074,13223,1.5,7184,62734,0.124107201,1241.07201,11675,3586,15261,3.255716676,,0.470742415,4.110739794,0.124107201,0.044426971,0.020378743,0.042461176,0.130659852,0.057335692,0.007994234,,0.064413939,96.81172735,2.180064344
BISH-BABOGAYA11-1A-1U-9B,0.02,11.6,1.16,730.67,7.3067,6.45,1,0.018358,-0.019443,0.006604,0.1074,12913,1.48,6424,63901,0.129089998,1290.89998,10782,3185,13967,3.385243328,,0.45994129,4.575141405,0.129089998,0.038376172,0.021980382,0.051764874,0.126727286,0.060929333,0.00751772,,0.058236273,88.38312646,1.745928346
BISH-BABOGAYA11-1A-1U-9B,0.02,11.8,1.18,730.69,7.3069,6.44,1,0.018358,-0.019443,0.00671,0.1074,12379,1.47,6222,58887,0.127581756,1275.81756,10463,3481,13944,3.005745475,,0.446213425,4.223106713,0.127581756,0.033060815,0.025530694,0.049555364,0.140203672,0.058806655,0.008247275,,0.064643058,85.21997161,1.294943843
BISH-BABOGAYA11-1A-1U-9B,0.02,12,1.2,730.71,7.3071,6.44,1,0.018358,-0.019443,0.006741,0.1074,12368,1.55,5860,60274,0.12632116,1263.2116,10351,3368,13719,3.073337292,,0.427144836,4.393468912,0.12632116,0.046067498,0.020701217,0.04934762,0.128362126,0.05838618,0.005612654,,0.044431621,89.03101937,2.225352162
BISH-BABOGAYA11-1A-1U-9B,0.02,12.2,1.22,730.73,7.3073,6.44,1,0.018353,-0.019443,0.006792,0.1074,12370,1.41,5678,62038,0.121073435,1210.73435,10861,3560,14421,3.050842697,,0.393731364,4.30192081,0.121073435,0.043062201,0.025310311,0.045073157,0.127175647,0.055127938,0.009916095,,0.081901489,95.44307735,1.701369888
BISH-BABOGAYA11-1A-1U-9B,0.02,12.4,1.24,730.75,7.3075,6.44,1,0.018354,-0.019443,0.006778,0.1074,12020,1.49,5350,60479,0.123680241,1236.80241,10301,3622,13923,2.844008835,,0.384256267,4.343819579,0.123680241,0.046254399,0.023989083,0.04366875,0.132083603,0.052933994,0.00797242,,0.06445993,99.47203845,1.928143689
BISH-BABOGAYA11-1A-1U-9B,0.02,12.6,1.26,730.77,7.3077,6.44,1,0.018355,-0.019443,0.006744,0.1074,11842,1.47,5043,59461,0.126825633,1268.25633,10036,3384,13420,2.96572104,,0.375782414,4.430774963,0.126825633,0.052757079,0.032786885,0.05119225,0.132637854,0.055588674,0.00804769,,0.063454759,86.55167458,1.609090922
BISH-BABOGAYA11-1A-1U-9B,0.02,12.8,1.28,730.79,7.3079,6.44,1,0.018356,-0.019443,0.006725,0.1074,11800,1.52,4954,58714,0.13164684,1316.4684,10403,3551,13954,2.929597297,,0.355023649,4.207682385,0.13164684,0.041493479,0.025154078,0.052673069,0.127561989,0.051383116,0.008671349,,0.065868263,79.88299267,1.649572646
BISH-BABOGAYA11-1A-1U-9B,0.02,13,1.3,730.81,7.3081,6.43,1,0.018356,-0.019443,0.006725,0.1074,11437,1.39,4532,55214,0.113745753,1137.45753,10641,3487,14128,3.051620304,,0.320781427,3.908125708,0.113745753,0.038505096,0.024915062,0.039920725,0.135334088,0.046928086,0.005237826,,0.046048538,97.89716264,1.545454553
BISH-BABOGAYA11-1A-1U-9B,0.02,13.2,1.32,730.83,7.3083,6.43,1,0.018353,-0.019443,0.00665,0.1074,10719,1.34,3671,47329,0.097054698,970.54698,10735,3525,14260,3.045390071,,0.25743338,3.319004208,0.097054698,0.044460028,0.025876578,0.040042076,0.142847125,0.036605891,0.004908836,,0.050578035,82.8879154,1.718157169
BISH-BABOGAYA11-1A-1U-9B,0.02,13.4,1.34,730.85,7.3085,6.42,1,0.018355,-0.019443,0.00668,0.1074,11600,1.51,4158,50662,0.095377258,953.77258,11249,3807,15056,2.954820068,,0.276168969,3.364904357,0.095377258,0.046891605,0.021586079,0.036729543,0.13881509,0.038124336,0.004914984,,0.051532033,91.61301999,2.172307671
BISH-BABOGAYA11-1A-1U-9B,0.02,13.6,1.36,730.87,7.3087,6.42,1,0.018356,-0.019443,0.00672,0.1074,12637,1.37,4856,56602,0.099381165,993.81165,12468,3853,16321,3.235920062,,0.297530789,3.468047301,0.099381165,0.040928865,0.022976533,0.037436432,0.142331965,0.040316157,0.006739783,,0.067817509,92.63829686,1.781333372
BISH-BABOGAYA11-1A-1U-9B,0.02,13.8,1.38,730.89,7.3089,6.41,1,0.018358,-0.019443,0.00674,0.1074,13443,1.66,5405,60751,0.096297564,962.97564,13514,4015,17529,3.365877958,,0.308346169,3.465742484,0.096297564,0.039819727,0.022362941,0.040561355,0.130184266,0.04312853,0.005476639,,0.056872038,85.44444543,1.780612264
BISH-BABOGAYA11-1A-1U-9B,0.02,14,1.4,730.91,7.3091,6.41,1,0.018353,-0.019443,0.006801,0.1074,14125,1.45,6429,63026,0.103452153,1034.52153,13628,4158,17786,3.277537278,,0.361464073,3.543573597,0.103452153,0.042561565,0.019565951,0.041830653,0.132295064,0.042561565,0.006690656,,0.064673913,84.71236624,2.175287314
BISH-BABOGAYA11-1A-1U-9B,0.02,14.2,1.42,730.93,7.3093,6.4,1,0.018352,-0.019443,0.006843,0.1074,14967,1.42,8254,67482,0.114810563,1148.10563,14043,4248,18291,3.30579096,,0.451260183,3.689355421,0.114810563,0.040839757,0.018643048,0.039418293,0.132250834,0.048165765,0.008474113,,0.073809524,93.5950073,2.19061588
BISH-BABOGAYA11-1A-1U-9B,0.02,14.4,1.44,730.95,7.3095,6.4,1,0.01835,-0.019443,0.006808,0.1074,15264,1.41,7975,68833,0.103847789,1038.47789,14449,4367,18816,3.308678727,,0.423841412,3.658216412,0.103847789,0.035023384,0.019292092,0.042091837,0.142113095,0.049691752,0.007706207,,0.074206755,86.910353,1.815426964
BISH-BABOGAYA11-1A-1U-9B,0.02,14.6,1.46,730.97,7.3097,6.4,1,0.018353,-0.019443,0.006848,0.1074,15817,1.54,9075,71232,0.112557507,1125.57507,14843,4285,19128,3.463943991,,0.474435383,3.723964868,0.112557507,0.028492263,0.018088666,0.04480343,0.131221246,0.049299456,0.005646173,,0.050162564,83.11785209,1.575144513
BISH-BABOGAYA11-1A-1U-9B,0.02,14.8,1.48,730.99,7.3099,6.39,1,0.018356,-0.019443,0.006882,0.1074,15954,1.42,10894,70021,0.112336176,1123.36176,14996,4232,19228,3.543478261,,0.566569586,3.641616393,0.112336176,0.030736426,0.021115041,0.046494695,0.133711254,0.048314957,0.008113168,,0.072222222,78.32326662,1.455664993
BISH-BABOGAYA11-1A-1U-9B,0.02,15,1.5,731.01,7.3101,6.39,1,0.018354,-0.019443,0.00693,0.1074,15819,1.5,10421,69655,0.120866893,1208.66893,14783,4089,18872,3.615309367,,0.552193726,3.690917762,0.120866893,0.033965663,0.027395083,0.045729123,0.14847393,0.054578211,0.006411615,,0.053046909,80.7126295,1.239845231
BISH-BABOGAYA11-1A-1U-9B,0.02,15.2,1.52,731.03,7.3103,6.39,1,0.018354,-0.019443,0.006924,0.1074,15602,1.49,9402,68935,0.108938251,1089.38251,14515,4303,18818,3.37322798,,0.499628016,3.663247954,0.108938251,0.031671804,0.023275587,0.043203316,0.151397598,0.048039111,0.005739186,,0.052682927,84.79089786,1.360730623
BISH-BABOGAYA11-1A-1U-9B,0.02,15.4,1.54,731.05,7.3105,6.39,1,0.018355,-0.019443,0.00694,0.1074,15817,1.52,10726,68933,0.104400254,1044.00254,14674,4234,18908,3.465753425,,0.567273112,3.645705521,0.104400254,0.032473027,0.020943516,0.049238418,0.157129257,0.046065158,0.006875397,,0.06585613,74.04188983,1.550505035
BISH-BABOGAYA11-1A-1U-9B,0.02,15.6,1.56,731.07,7.3107,6.39,1,0.018356,-0.019443,0.006968,0.1074,16086,1.48,10295,70178,0.110420229,1104.20229,15061,4238,19299,3.553798962,,0.533447329,3.636354215,0.110420229,0.030157003,0.020467382,0.048655371,0.159127416,0.04368102,0.003886212,,0.035194744,74.73695381,1.473417704
BISH-BABOGAYA11-1A-1U-9B,0.02,15.8,1.58,731.09,7.3109,6.38,1,0.018357,-0.019443,0.006953,0.1074,15722,1.56,9233,67942,0.107021132,1070.21132,14848,4223,19071,3.515983898,,0.48413822,3.562581931,0.107021132,0.029154213,0.013371087,0.042158251,0.135179068,0.03759635,0.003303445,,0.030867222,84.50497463,2.18039214
BISH-BABOGAYA11-1A-1U-9B,0.02,16,1.6,731.11,7.3111,6.38,1,0.018354,-0.019443,0.006953,0.1074,15750,1.48,9800,68612,0.107133606,1071.33606,14958,4345,19303,3.442577675,,0.507693105,3.554473398,0.107133606,0.038128788,0.025022017,0.045692379,0.132466456,0.042843081,0.004766099,,0.044487427,77.79138394,1.523809531
BISH-BABOGAYA11-1A-1U-9B,0.02,16.2,1.62,731.13,7.3113,6.38,1,0.018354,-0.019443,0.006854,0.1074,16026,1.47,11518,72899,0.124378653,1243.78653,14238,4069,18307,3.499139838,,0.629158245,3.982028732,0.124378653,0.03069864,0.017807396,0.049980882,0.135795051,0.05456929,0.010105424,,0.081247255,79.67103766,1.723926396
BISH-BABOGAYA11-1A-1U-9B,0.02,16.4,1.64,731.15,7.3115,6.38,1,0.018355,-0.019443,0.006868,0.1074,15715,1.56,11130,72514,0.124685068,1246.85068,13804,4057,17861,3.402514173,,0.623145401,4.05990706,0.124685068,0.037847825,0.020547562,0.049605285,0.147136219,0.061138794,0.00856615,,0.06870229,81.84424422,1.841961835
BISH-BABOGAYA11-1A-1U-9B,0.02,16.6,1.66,731.17,7.3117,6.38,1,0.018357,-0.019443,0.006844,0.1074,15467,1.48,10219,72592,0.12999508,1299.9508,14101,4192,18293,3.363788168,,0.558628984,3.968293883,0.12999508,0.039523315,0.018586345,0.041928607,0.146504127,0.056524354,0.009238507,,0.071068124,94.64406683,2.126470535
BISH-BABOGAYA11-1A-1U-9B,0.02,16.8,1.68,731.19,7.3119,6.38,1,0.018358,-0.019443,0.006867,0.1074,15873,1.62,8951,78504,0.137733064,1377.33064,14223,4066,18289,3.498032464,,0.48941987,4.292416206,0.137733064,0.032259828,0.022199136,0.054130898,0.145989393,0.060418831,0.009349882,,0.067884081,79.29697021,1.453201962
BISH-BABOGAYA11-1A-1U-9B,0.02,17,1.7,731.21,7.3121,6.38,1,0.018354,-0.019443,0.006848,0.1074,16566,1.47,9588,87337,0.157403674,1574.03674,13451,3912,17363,3.438394683,,0.55220872,5.030063929,0.157403674,0.041582676,0.029603179,0.058169671,0.146172896,0.072395323,0.010309278,,0.065495792,86.47227743,1.404669276
BISH-BABOGAYA11-1A-1U-9B,0.02,17.2,1.72,731.23,7.3123,6.39,1,0.018355,-0.019443,0.006831,0.1074,14420,1.51,8069,71055,0.127752238,1277.52238,12724,3808,16532,3.341386555,,0.488083716,4.298028067,0.127752238,0.038833777,0.025768207,0.054076942,0.146140818,0.057464312,0.008770869,,0.068655303,79.47986532,1.507042263
BISH-BABOGAYA11-1A-1U-9B,0.02,17.4,1.74,731.25,7.3125,6.39,1,0.018355,-0.019443,0.006831,0.1074,13207,1.38,6371,63891,0.128510916,1285.10916,11747,3598,15345,3.264869372,,0.415184099,4.163636364,0.128510916,0.04607364,0.022743565,0.049201694,0.128576083,0.053307266,0.008797654,,0.068458418,84.62384169,2.025787954
BISH-BABOGAYA11-1A-1U-9B,0.02,17.6,1.76,731.27,7.3127,6.39,1,0.018356,-0.019443,0.006847,0.1074,12903,1.45,5961,65076,0.129486839,1294.86839,11538,3506,15044,3.290929835,,0.396237703,4.325711247,0.129486839,0.04659665,0.021137995,0.053243818,0.127093858,0.059758043,0.007577772,,0.058521561,81.2434459,2.204402546
BISH-BABOGAYA11-1A-1U-9B,0.02,17.8,1.78,731.29,7.3129,6.4,1,0.018356,-0.019443,0.006847,0.1074,12133,1.4,6138,61257,0.148549939,1485.49939,10598,3229,13827,3.282130691,,0.443914081,4.430245172,0.148549939,0.036378101,0.020322557,0.055832791,0.130686338,0.066753453,0.011137629,,0.074975657,79.34844547,1.790035624
BISH-BABOGAYA11-1A-1U-9B,0.02,18,1.8,731.31,7.3131,6.4,1,0.018352,-0.019443,0.006884,0.1074,10656,1.32,4949,50234,0.122028051,1220.28051,10165,3168,13333,3.20864899,,0.37118428,3.767644191,0.122028051,0.030975774,0.020550514,0.043801095,0.121278032,0.054676367,0.00720018,,0.059004302,86.01712334,1.507299233
BISH-BABOGAYA11-1A-1U-9B,0.02,18.2,1.82,731.33,7.3133,6.4,1,0.018351,-0.019443,0.006859,0.1074,10215,1.31,3861,45204,0.099918945,999.18945,10291,3280,13571,3.1375,,0.284503721,3.33092624,0.099918945,0.041853953,0.022032275,0.038464373,0.114435193,0.046790951,0.00552649,,0.055309735,86.59770016,1.899665513
BISH-BABOGAYA11-1A-1U-9B,0.02,18.4,1.84,731.35,7.3135,6.41,1,0.018353,-0.019443,0.006871,0.1074,10493,1.42,4011,46656,0.104978355,1049.78355,10566,3294,13860,3.207650273,,0.289393939,3.366233766,0.104978355,0.04018759,0.031529582,0.037301587,0.122943723,0.043650794,0.005699856,,0.054295533,90.24371446,1.274599517
BISH-BABOGAYA11-1A-1U-9B,0.02,18.6,1.86,731.37,7.3137,6.41,1,0.018355,-0.019443,0.006913,0.1074,10793,1.27,4030,47061,0.094258078,942.58078,11099,3478,14577,3.19120184,,0.276462921,3.228442066,0.094258078,0.038828291,0.020168759,0.038279481,0.110173561,0.040954929,0.007271729,,0.077147016,84.3387105,1.925170061
BISH-BABOGAYA11-1A-1U-9B,0.02,18.8,1.88,731.39,7.3139,6.42,1,0.018356,-0.019443,0.006929,0.1074,11785,1.4,5051,52678,0.107122251,1071.22251,11913,3686,15599,3.231958763,,0.323802808,3.377011347,0.107122251,0.045195205,0.020642349,0.039233284,0.101673184,0.043272005,0.006731201,,0.062836625,86.07516381,2.189440989
BISH-BABOGAYA11-1A-1U-9B,0.02,19,1.9,731.41,7.3141,6.42,1,0.018352,-0.019443,0.006905,0.1074,13310,1.28,5990,65551,0.125459221,1254.59221,12511,3821,16332,3.27427375,,0.366764634,4.013654176,0.125459221,0.045187362,0.018491305,0.046044575,0.125887828,0.052841048,0.010041636,,0.080039043,87.16888311,2.443708651
BISH-BABOGAYA11-1A-1U-9B,0.02,19.2,1.92,731.43,7.3143,6.43,1,0.018354,-0.019443,0.006873,0.1074,15532,1.57,7791,86209,0.158973744,1589.73744,12602,4080,16682,3.08872549,,0.467030332,5.167785637,0.158973744,0.042081285,0.024397554,0.057607002,0.129241098,0.07439156,0.010550294,,0.066365008,89.70759556,1.724815734
BISH-BABOGAYA11-1A-1U-9B,0.02,19.4,1.94,731.45,7.3145,6.43,1,0.018355,-0.019443,0.006873,0.1074,16890,1.47,8997,97407,0.191861513,1918.61513,12660,3977,16637,3.183303998,,0.540782593,5.854841618,0.191861513,0.041353609,0.030053495,0.062811805,0.139147683,0.091242411,0.013704394,,0.071428571,93.21244021,1.375999996
BISH-BABOGAYA11-1A-1U-9B,0.02,19.6,1.96,731.47,7.3147,6.43,1,0.018356,-0.019443,0.006892,0.1074,17441,1.62,9914,102895,0.209178164,2091.78164,12612,4058,16670,3.107934943,,0.594721056,6.172465507,0.209178164,0.038692262,0.031013797,0.078764247,0.136532693,0.089082184,0.017456509,,0.083452825,78.36633678,1.247582229
BISH-BABOGAYA11-1A-1U-9B,0.02,19.8,1.98,731.49,7.3149,6.44,1,0.018358,-0.019443,0.006941,0.1074,16278,1.45,9288,89038,0.174486549,1744.86549,13139,4146,17285,3.16907863,,0.537344518,5.151171536,0.174486549,0.046225051,0.023083598,0.057275094,0.132137692,0.081052936,0.012785652,,0.073275862,89.93737376,2.002506325
BISH-BABOGAYA11-1A-1U-9B,0.02,20,2,731.51,7.3151,6.44,1,0.018359,-0.019443,0.006957,0.1074,15520,1.54,9226,80007,0.152664399,1526.64399,13595,4045,17640,3.360939431,,0.523015873,4.535544218,0.152664399,0.036337868,0.022108844,0.051417234,0.127891156,0.069387755,0.012981859,,0.085035277,88.2105836,1.643589687
BISH-BABOGAYA11-1A-1U-9B,0.02,20.2,2.02,731.53,7.3153,6.44,1,0.018353,-0.019443,0.006973,0.1074,15874,1.4,8807,84684,0.153315861,1533.15861,13453,4099,17552,3.282020005,,0.50176618,4.824749316,0.153315861,0.035494531,0.023074294,0.056802644,0.132862352,0.072014585,0.010483136,,0.068376068,84.93881581,1.538271593
BISH-BABOGAYA11-1A-1U-9B,0.02,20.4,2.04,731.55,7.3155,6.45,1,0.018355,-0.019443,0.006956,0.1074,15518,1.51,8642,80226,0.154334637,1543.34637,13574,4063,17637,3.340881122,,0.489992629,4.548732778,0.154334637,0.041276861,0.019958043,0.053580541,0.135340477,0.070760333,0.010886205,,0.07053637,84.89523796,2.068181785
BISH-BABOGAYA11-1A-1U-9B,0.02,20.6,2.06,731.57,7.3157,6.45,1,0.018356,-0.019443,0.006823,0.1074,15289,1.47,8129,74318,0.131571749,1315.71749,14166,4113,18279,3.444201313,,0.444717982,4.065758521,0.131571749,0.033371629,0.026150227,0.048361508,0.124186225,0.061874282,0.009792658,,0.074428274,84.0701353,1.276150643
BISH-BABOGAYA11-1A-1U-9B,0.02,20.8,2.08,731.59,7.3159,6.46,1,0.018357,-0.019443,0.006789,0.1074,16309,1.46,8218,82255,0.144273429,1442.73429,14037,4220,18257,3.326303318,,0.450128718,4.505395191,0.144273429,0.035821877,0.020211426,0.052637345,0.130634825,0.067590513,0.011119023,,0.077069096,85.59313147,1.772357725
BISH-BABOGAYA11-1A-1U-9B,0.02,21,2.1,731.61,7.3161,6.46,1,0.018358,-0.019443,0.006807,0.1074,17111,1.64,9634,88974,0.162230035,1622.30035,13986,3933,17919,3.556064073,,0.537641609,4.965344048,0.162230035,0.030191417,0.024945588,0.066912216,0.120654054,0.072269658,0.013449411,,0.082903337,74.20683912,1.210290854
BISH-BABOGAYA11-1A-1U-9B,0.02,21.2,2.12,731.63,7.3163,6.46,1,0.018353,-0.019443,0.006891,0.1074,17121,1.48,10880,90053,0.179099307,1790.99307,13394,3926,17320,3.411614875,,0.62817552,5.199364896,0.179099307,0.031004619,0.026674365,0.094572748,0.119515012,0.083602771,0.015704388,,0.087685364,54.97741163,1.16233766
BISH-BABOGAYA11-1A-1U-9B,0.02,21.4,2.14,731.65,7.3165,6.47,1,0.01835,-0.019443,0.006853,0.1074,16419,1.4,9365,88397,0.192837805,1928.37805,12598,3654,16252,3.447728517,,0.576236771,5.439145951,0.192837805,0.036980064,0.026089097,0.08238986,0.117462466,0.084112725,0.016490278,,0.08551372,66.01717676,1.417452816
BISH-BABOGAYA11-1A-1U-9B,0.02,21.6,2.16,731.67,7.3167,6.47,1,0.018353,-0.019443,0.006819,0.1074,15385,1.54,8431,82427,0.177577421,1775.77421,11648,3658,15306,3.184253691,,0.55082974,5.385273749,0.177577421,0.02998824,0.032405593,0.065987195,0.114464916,0.082059323,0.014961453,,0.084253127,81.61089055,0.925403217
BISH-BABOGAYA11-1A-1U-9B,0.02,21.8,2.18,731.69,7.3169,6.48,1,0.018355,-0.019443,0.006878,0.1074,15192,1.41,8959,83357,0.187820641,1878.20641,11236,3773,15009,2.97800159,,0.596908522,5.553801053,0.187820641,0.030381771,0.021920181,0.067026451,0.125857819,0.086747951,0.016256913,,0.086555516,82.85984071,1.386018254
BISH-BABOGAYA11-1A-1U-9B,0.02,22,2.2,731.71,7.3171,6.48,1,0.018356,-0.019443,0.006893,0.1074,14528,1.48,8171,81551,0.17732892,1773.2892,11179,3624,14803,3.084713024,,0.551982706,5.509085996,0.17732892,0.039383909,0.034384922,0.067418766,0.125379991,0.087955144,0.017969331,,0.101333333,81.71442942,1.145383113
BISH-BABOGAYA11-1A-1U-9B,0.02,22.2,2.22,731.73,7.3173,6.48,1,0.018357,-0.019443,0.006918,0.1074,14452,1.54,8213,81803,0.200203548,2002.03548,10541,3215,13756,3.278693624,,0.597048561,5.946714161,0.200203548,0.042890375,0.027697005,0.078147717,0.136958418,0.088252399,0.016283803,,0.081336238,76.0958143,1.548556423
BISH-BABOGAYA11-1A-1U-9B,0.02,22.4,2.24,731.75,7.3175,6.48,1,0.018351,-0.019443,0.006972,0.1074,14177,1.31,7981,80013,0.192123508,1921.23508,10494,3497,13991,3.000857878,,0.570438139,5.718890715,0.192123508,0.035236938,0.026517047,0.06768637,0.126867272,0.086698592,0.013937531,,0.072544643,84.49102404,1.328840953
BISH-BABOGAYA11-1A-1U-9B,0.02,22.6,2.26,731.77,7.3177,6.49,1,0.018353,-0.019443,0.006949,0.1074,14554,1.4,8029,82526,0.193230296,1932.30296,10820,3479,14299,3.110089106,,0.561507798,5.771452549,0.193230296,0.036995594,0.022169382,0.073082034,0.126232604,0.089936359,0.016784391,,0.086862106,78.97224849,1.668769747
BISH-BABOGAYA11-1A-1U-9B,0.02,22.8,2.28,731.79,7.3179,6.49,1,0.018351,-0.019443,0.00692,0.1074,14995,1.73,9147,85185,0.187927731,1879.27731,11037,3575,14612,3.087272727,,0.625992335,5.829797427,0.187927731,0.038940597,0.020667944,0.084382699,0.125034218,0.098070079,0.017656721,,0.093954843,69.08759137,1.884105986
BISH-BABOGAYA11-1A-1U-9B,0.02,23,2.3,731.81,7.3181,6.49,1,0.018355,-0.019443,0.006879,0.1074,15175,1.37,9320,86736,0.190654706,1906.54706,11411,3527,14938,3.235327474,,0.62391217,5.806399786,0.190654706,0.03360557,0.01988218,0.071495515,0.124514661,0.092448788,0.015196144,,0.079705056,81.21348292,1.690235678
